frequency,word,definitions
1,PRESSURE,"['to cause to do through pressure or necessity, by physical, moral or intellectual means', 'exert pressure on someone through threats']"
1,PREVENT,"['keep from happening or arising; make impossible', 'stop (someone or something']"
1,PREVENTS,"['keep from happening or arising; make impossible', 'stop (someone or something']"
1,PREVIOUS,"['just preceding something else in time or order', '(used especially of persons', 'too soon or too hasty']"
1,PREVIOUSLY,['at an earlier time or formerly']
1,PRIDE,"['a feeling of self-respect and personal worth', ""satisfaction with your (or another's"", 'the trait of being spurred on by a dislike of falling below your standards', 'a group of lions', 'unreasonable and inordinate self-esteem (personified as one of the deadly sins']"
1,PRIDE,['be proud of']
1,PRIMARY,"['a preliminary election where delegates or nominees are chosen', ""one of the main flight feathers projecting along the outer edge of a bird's wing"", '(astronomy', 'especially a star', 'coil forming the part of an electrical circuit such that changing current in it induces a current in a neighboring circuit']"
1,PRIMARY,"['of first rank or importance or value; direct and immediate rather than secondary', 'not derived from or reducible to something else; basic', 'most important element', 'of or being the essential or basic part']"
1,PRIORITY,"['status established in order of importance or urgency', 'preceding in time']"
1,PROBABLY,"['with considerable certainty; without much doubt', 'easy to believe on the basis of available evidence']"
1,PROBLEMS,"['a state of difficulty that needs to be resolved', 'a question raised for consideration or solution', 'a source of difficulty']"
1,PROCESS,"['a particular course of action intended to achieve a result', '(psychology', ""a writ issued by authority of law; usually compels the defendant's attendance in a civil suit; failure to appear results in a default judgment against the defendant"", 'a mental process that you are not directly aware of', 'a natural prolongation or projection from a part of an organism either animal or plant', 'a sustained phenomenon or one marked by gradual changes through a series of states']"
1,PROCESS,"['subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition', 'deal with in a routine way', 'perform mathematical and logical operations on (data', 'institute legal proceedings against; file a suit against', 'march in a procession', 'shape, form, or improve a material', 'deliver a warrant or summons to someone']"
1,PROCESSES,"['a particular course of action intended to achieve a result', '(psychology', ""a writ issued by authority of law; usually compels the defendant's attendance in a civil suit; failure to appear results in a default judgment against the defendant"", 'a mental process that you are not directly aware of', 'a natural prolongation or projection from a part of an organism either animal or plant', 'a sustained phenomenon or one marked by gradual changes through a series of states']"
1,PROCESSES,"['subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition', 'deal with in a routine way', 'perform mathematical and logical operations on (data', 'institute legal proceedings against; file a suit against', 'march in a procession', 'shape, form, or improve a material', 'deliver a warrant or summons to someone']"
1,PRODUCE,['fresh fruits and vegetable grown for the market']
1,PRODUCE,"['bring forth or yield', 'create or manufacture a man-made product', 'cause to happen, occur or exist', 'bring out for display', 'cultivate by growing, often involving improvements by means of agricultural techniques', 'bring onto the market or release', 'come to have or undergo a change of (physical features and attributes']"
1,PRODUCED,"['bring forth or yield', 'create or manufacture a man-made product', 'cause to happen, occur or exist', 'bring out for display', 'cultivate by growing, often involving improvements by means of agricultural techniques', 'bring onto the market or release', 'come to have or undergo a change of (physical features and attributes']"
